id	T02	T04	T06	T08	T10	T12	T14	T01	T03	T05	T07	T09	T11	T13
Naa40	4961	4630	4299	3968	3307	3410	3886	2554	2599	2675	3210	3478	3745	4013
Naa50	20393	19033	17674	16314	13595	10953	10718	9272	8075	9386	11263	12202	13140	14079
Naa60	2531	2362	2193	2024	1687	1612	1673	1899	1936	1892	2270	2460	2649	2838
Naaa	504	470	437	403	336	332	406	438	461	400	480	520	560	600
Naalad2	2	1	1	1	1	2	0	2	10	6	7	8	8	9
Naaladl1	333	311	289	266	222	343	270	134	118	114	137	148	160	171
Nab1	10865	10140	9416	8692	7243	6961	7023	4220	4718	4485	5382	5831	6279	6728
Nab2	807	753	699	646	538	724	942	1347	1254	1485	1782	1931	2079	2228
Nabp1	2211	2064	1916	1769	1474	1622	1666	1328	1475	1611	1933	2094	2255	2417
Nabp2	2490	2324	2158	1992	1660	1915	2144	1625	1734	1555	1866	2022	2177	2333
Naca	33302	31081	28861	26641	22201	18846	25510	19773	19393	20931	25117	27210	29303	31397
Nacad	65	60	56	52	43	33	50	39	31	20	24	26	28	30
Nacc1	25446	23750	22053	20357	16964	16164	14539	13524	12540	12869	15443	16730	18017	19304
Nacc2	542	505	469	433	361	575	467	1568	1748	1718	2062	2233	2405	2577
Nadk	21263	19845	18428	17010	14175	11982	11777	14986	12949	15108	18130	19640	21151	22662
Nadk2	5036	4700	4364	4028	3357	4106	3618	3274	3107	3313	3976	4307	4638	4970
Nadsyn1	1013	945	878	810	675	676	929	944	945	904	1085	1175	1266	1356
Nae1	5306	4952	4598	4244	3537	3326	4107	1842	2096	2036	2443	2647	2850	3054
Naf1	7095	6622	6149	5676	4730	4322	4238	2875	2796	2829	3395	3678	3961	4244
Naga	560	522	485	448	373	682	915	711	1021	679	815	883	951	1019
Nagk	567	529	491	454	378	622	925	721	849	589	707	766	825	884
Naglu	858	801	744	686	572	823	1058	1169	1732	1282	1538	1667	1795	1923
Nagpa	1259	1175	1091	1007	839	756	759	918	885	983	1180	1278	1376	1475
Nags	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naif1	261	244	226	209	174	211	166	233	240	241	289	313	337	362
Naip1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Naip2	252	235	218	202	168	196	200	218	258	179	215	233	251	269
Naip5	17	15	14	13	11	12	13	5	14	10	12	13	14	15
Naip6	6	6	5	5	4	3	9	10	15	9	11	12	13	14
Naip7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nalcn	0	0	0	0	0	0	0	1	0	2	2	3	3	3
Nampt	8064	7526	6989	6451	5376	5821	6335	5602	5984	5694	6833	7402	7972	8541
Nanog	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanos1	1097	1023	950	877	731	645	511	415	346	441	529	573	617	662
Nanos2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanos3	15	14	13	12	10	21	40	23	33	30	36	39	42	45
Nanp	39	36	34	31	26	38	19	27	35	38	46	49	53	57
Nans	6483	6051	5619	5186	4322	3965	4770	5232	4723	5184	6221	6739	7258	7776
Nap1l1	64329	60040	55752	51463	42886	36331	40418	33438	35536	34379	41255	44693	48131	51569
Nap1l2	0	0	0	0	0	2	0	2	4	10	12	13	14	15
Nap1l3	12	11	10	10	8	19	23	0	0	1	1	1	1	2
Nap1l4	11222	10473	9725	8977	7481	6576	6394	6779	5914	6570	7884	8541	9198	9855
Nap1l5	5	4	4	4	3	1	2	0	2	8	10	10	11	12
Napa	7185	6706	6227	5748	4790	4645	6230	4856	4724	4913	5896	6387	6878	7370
Napb	183	171	159	146	122	156	208	229	265	212	254	276	297	318
Napepld	380	354	329	304	253	211	193	253	254	283	340	368	396	425
Napg	1935	1806	1677	1548	1290	1180	1244	1030	986	993	1192	1291	1390	1490
Naprt	101	94	87	80	67	72	54	57	46	63	76	82	88	95
Napsa	5	4	4	4	3	7	15	22	36	30	36	39	42	45
Narf	1773	1655	1537	1418	1182	1402	1650	1874	1766	2130	2556	2769	2982	3195
Narfl	1523	1421	1320	1218	1015	1036	1168	997	1086	1059	1271	1377	1483	1589
Nars	26684	24905	23126	21347	17789	19199	27116	16823	19141	19324	23189	25121	27054	28986
Nars2	1280	1194	1109	1024	853	790	834	1170	1156	1077	1292	1400	1508	1616
Nasp	15504	14470	13437	12403	10336	8457	8375	7762	6816	8328	9994	10826	11659	12492
Nat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat10	10029	9360	8692	8023	6686	5171	4435	5850	5449	5890	7068	7657	8246	8835
Nat14	60	56	52	48	40	67	49	45	52	17	20	22	24	26
Nat2	156	146	135	125	104	114	143	76	101	104	125	135	146	156
Nat3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat6	669	624	580	535	446	635	857	346	393	337	404	438	472	506
Nat8	2	1	1	1	1	0	1	0	0	0	0	0	0	0
Nat8l	0	0	0	0	0	0	3	0	0	16	19	21	22	24
Nat9	534	498	463	427	356	469	671	312	467	342	410	445	479	513
Natd1	1638	1529	1420	1310	1092	1109	1324	1374	1427	1379	1655	1793	1931	2069
Nav1	5780	5394	5009	4624	3853	3633	2935	4493	5869	5241	6289	6813	7337	7862
Nav2	5030	4694	4359	4024	3353	3016	2594	1680	2226	1940	2328	2522	2716	2910
Nav3	1554	1450	1347	1243	1036	865	668	1199	1355	1214	1457	1578	1700	1821
Nbas	2466	2302	2137	1973	1644	1656	1322	1499	1668	1594	1913	2072	2232	2391
Nbea	2328	2173	2018	1862	1552	1690	1340	1768	2342	1898	2278	2467	2657	2847
Nbeal1	1206	1126	1045	965	804	1005	656	489	613	698	838	907	977	1047
Nbeal2	8529	7960	7392	6823	5686	6020	4426	2850	3077	3366	4039	4376	4712	5049
Nbl1	71	66	61	56	47	83	79	271	295	233	280	303	326	350
Nbn	2588	2415	2243	2070	1725	1617	1457	1535	1602	1640	1968	2132	2296	2460
Nbr1	7563	7059	6555	6050	5042	5565	6104	5720	6941	6705	8046	8717	9387	10058
Ncald	23	21	20	18	15	9	14	3	2	20	24	26	28	30
Ncam1	2	1	1	1	1	1	0	2	0	5	6	7	7	8
Ncam2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncan	3	3	3	2	2	0	0	0	0	6	7	8	8	9
Ncapd2	15461	14430	13399	12368	10307	9938	9902	10683	11143	10705	12846	13917	14987	16058
Ncapd3	5415	5054	4693	4332	3610	3444	3305	4376	4482	4688	5626	6094	6563	7032
Ncapg	9366	8742	8117	7493	6244	5416	4866	6486	5913	7008	8410	9110	9811	10512
Ncapg2	16139	15063	13987	12911	10759	8018	7770	10925	10071	12966	15559	16856	18152	19449
Ncaph	6408	5981	5554	5126	4272	3814	4163	6758	7057	7055	8466	9172	9877	10583
Ncaph2	13358	12467	11577	10686	8905	9367	9963	9301	9302	8896	10675	11565	12454	13344
Ncbp1	9896	9236	8576	7916	6597	5540	5351	6447	5245	6717	8060	8732	9404	10076
Ncbp2	5352	4995	4638	4282	3568	3155	3773	2813	2432	2787	3344	3623	3902	4181
Nccrp1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Ncdn	4470	4172	3874	3576	2980	2633	2553	2751	2707	2816	3379	3661	3942	4224
Nceh1	2247	2097	1947	1798	1498	1707	1604	1804	2114	2057	2468	2674	2880	3086
Ncf1	11	10	9	8	7	5	3	10	9	1	1	1	1	2
Ncf2	3	3	3	2	2	2	2	3	5	4	5	5	6	6
Ncf4	0	0	0	0	0	6	11	5	0	5	6	7	7	8
Nck1	1730	1614	1499	1384	1153	951	1501	1344	1504	1659	1991	2157	2323	2489
Nck2	2775	2590	2405	2220	1850	2077	2451	2665	3194	3036	3643	3947	4250	4554
Nckap1	22251	20768	19284	17801	14834	13750	13564	15654	15665	16763	20116	21792	23468	25145
Nckap1l	14	13	12	11	9	16	23	23	17	15	18	20	21	23
Nckap5	3	3	3	2	2	0	0	0	4	1	1	1	1	2
Nckap5l	255	238	221	204	170	169	196	464	549	582	698	757	815	873
Nckipsd	2354	2197	2040	1883	1569	1484	1530	875	961	936	1123	1217	1310	1404
Ncl	192335	179512	166690	153868	128223	98298	91246	83571	73710	84722	101666	110139	118611	127083
Ncln	12762	11911	11060	10210	8508	7396	6369	7476	6411	7456	8947	9693	10438	11184
Ncmap	96	90	83	77	64	94	121	90	142	112	134	146	157	168
Ncoa1	1226	1144	1062	980	817	843	925	700	1001	866	1039	1126	1212	1299
Ncoa2	4019	3751	3483	3215	2679	2824	2662	2328	2867	2652	3182	3448	3713	3978
Ncoa3	3057	2853	2649	2446	2038	2149	1975	2936	3622	3692	4430	4800	5169	5538
Ncoa4	3879	3620	3362	3103	2586	2287	2303	2588	2754	2786	3343	3622	3900	4179
Ncoa5	5220	4872	4524	4176	3480	3634	3391	4017	4473	4285	5142	5571	5999	6428
Ncoa6	6840	6384	5928	5472	4560	4574	4416	4405	5773	5662	6794	7361	7927	8493
Ncoa7	1644	1534	1425	1315	1096	1142	986	1019	1121	1179	1415	1533	1651	1769
Ncor1	17369	16211	15053	13895	11579	12212	11061	10162	12315	11460	13752	14898	16044	17190
Ncor2	17661	16484	15306	14129	11774	11922	10051	13172	15161	13933	16720	18113	19506	20900
Ncr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncs1	7043	6573	6104	5634	4695	4272	3214	3503	3147	3509	4211	4562	4913	5264
Ncstn	5906	5512	5118	4724	3937	4021	4779	5803	6115	6022	7226	7829	8431	9033
Nctc1	2	1	1	1	1	3	3	0	0	3	4	4	4	5
Ndc1	6576	6138	5699	5261	4384	3611	3175	3809	3836	4620	5544	6006	6468	6930
Ndc80	4029	3760	3492	3223	2686	2568	3251	3171	3422	3593	4312	4671	5030	5390
Nde1	7010	6542	6075	5608	4673	4317	4454	3642	3995	3942	4730	5125	5519	5913
Ndel1	4391	4098	3805	3512	2927	3004	4260	2276	2492	2764	3317	3593	3870	4146
Ndfip1	4817	4495	4174	3853	3211	3368	4230	3271	3486	3567	4280	4637	4994	5351
Ndfip2	3536	3300	3064	2828	2357	2483	2873	2647	2853	2551	3061	3316	3571	3827
Ndn	2	1	1	1	1	0	0	3	0	1	1	1	1	2
Ndnf	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndnl2	1614	1506	1399	1291	1076	1253	1256	820	886	811	973	1054	1135	1217
Ndor1	3359	3135	2911	2687	2239	2362	2341	2199	2513	2294	2753	2982	3212	3441
Ndp	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndrg1	12680	11834	10989	10144	8453	22033	28116	12457	17902	13572	16286	17644	19001	20358
Ndrg2	8	7	7	6	5	5	2	2	0	12	14	16	17	18
Ndrg3	2792	2605	2419	2233	1861	1733	1737	1959	2363	2109	2531	2742	2953	3164
Ndrg4	348	325	302	278	232	311	400	204	272	216	259	281	302	324
Ndst1	10530	9828	9126	8424	7020	6094	4195	7886	8230	8820	10584	11466	12348	13230
Ndst2	2271	2120	1968	1817	1514	1660	1442	1975	2292	2091	2509	2718	2927	3137
Ndst3	207	193	179	166	138	126	182	284	307	319	383	415	447	479
Ndst4	11	10	9	8	7	5	1	0	0	1	1	1	1	2
Ndufa1	788	735	683	630	525	682	782	608	497	448	538	582	627	672
Ndufa10	8300	7746	7193	6640	5533	5224	6044	4708	4292	4259	5111	5537	5963	6389
Ndufa11	2138	1995	1853	1710	1425	1256	1407	1386	1239	1399	1679	1819	1959	2099
Ndufa12	3065	2860	2656	2452	2043	2326	2927	2341	2138	2080	2496	2704	2912	3120
Ndufa13	2435	2272	2110	1948	1623	2122	2232	2029	1870	1598	1918	2077	2237	2397
Ndufa2	1602	1495	1388	1282	1068	1637	1624	1678	1397	1218	1462	1583	1705	1827
Ndufa3	867	809	751	694	578	780	943	1021	845	762	914	991	1067	1143
Ndufa4	9231	8616	8000	7385	6154	6185	7576	6670	5696	6165	7398	8015	8631	9248
Ndufa4l2	3	3	3	2	2	6	16	0	3	4	5	5	6	6
Ndufa5	1551	1448	1344	1241	1034	1017	1041	1081	885	897	1076	1166	1256	1346
Ndufa6	2274	2122	1971	1819	1516	1680	1875	1635	1704	1340	1608	1742	1876	2010
Ndufa7	3008	2807	2607	2406	2005	2135	2387	2206	1923	1846	2215	2400	2584	2769
Ndufa8	3330	3108	2886	2664	2220	2607	2888	3394	2980	2787	3344	3623	3902	4181
Ndufa9	4193	3913	3634	3354	2795	2766	3015	3171	2751	2819	3383	3665	3947	4229
Ndufab1	5285	4932	4580	4228	3523	3294	3855	3698	3164	3520	4224	4576	4928	5280
Ndufaf1	1194	1114	1035	955	796	747	832	690	723	773	928	1005	1082	1160
Ndufaf2	1137	1061	985	910	758	695	721	653	514	599	719	779	839	899
Ndufaf3	537	501	465	430	358	445	545	366	387	339	407	441	475	509
Ndufaf4	3053	2849	2646	2442	2035	1629	1435	1371	1258	1460	1752	1898	2044	2190
Ndufaf5	711	664	616	569	474	503	465	486	497	441	529	573	617	662
Ndufaf6	941	878	815	752	627	558	634	778	765	663	796	862	928	995
Ndufaf7	1359	1268	1178	1087	906	1174	1222	715	959	802	962	1043	1123	1203
Ndufb10	2213	2065	1918	1770	1475	1539	1656	1812	1587	1774	2129	2306	2484	2661
Ndufb11	2991	2792	2592	2393	1994	2164	2837	2308	2241	1930	2316	2509	2702	2895
Ndufb2	794	741	688	635	529	639	678	595	620	492	590	640	689	738
Ndufb3	1712	1597	1483	1369	1141	1419	1458	1110	1121	851	1021	1106	1191	1277
Ndufb4	525	490	455	420	350	339	513	398	357	438	526	569	613	657
Ndufb5	4089	3816	3544	3271	2726	2680	3091	3010	2587	2650	3180	3445	3710	3975
Ndufb6	1700	1586	1473	1360	1133	1383	1630	1662	1594	1370	1644	1781	1918	2055
Ndufb7	3651	3408	3164	2921	2434	2187	2229	2415	1915	1995	2394	2594	2793	2993
Ndufb8	5036	4700	4364	4028	3357	3704	4286	3120	2696	2557	3068	3324	3580	3836
Ndufb9	12258	11441	10624	9806	8172	8995	10962	11143	11480	9401	11281	12221	13161	14102
Ndufc1	1418	1323	1229	1134	945	941	1204	1272	1226	1077	1292	1400	1508	1616
Ndufc2	2343	2187	2031	1874	1562	1726	2202	1783	1798	1508	1810	1960	2111	2262
Ndufs1	8442	7879	7316	6754	5628	4950	5071	4443	4110	4362	5234	5671	6107	6543
Ndufs2	9971	9306	8641	7976	6647	6775	7741	9310	8924	8663	10396	11262	12128	12995
Ndufs3	2987	2787	2588	2389	1991	2143	2536	3183	2858	2752	3302	3578	3853	4128
Ndufs4	2238	2089	1940	1790	1492	1586	1889	1486	1506	1433	1720	1863	2006	2150
Ndufs5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs6	1472	1373	1275	1177	981	1296	1397	1230	1154	969	1163	1260	1357	1454
Ndufs7	3171	2960	2748	2537	2114	2227	2409	2470	2073	1875	2250	2438	2625	2813
Ndufs8	4230	3948	3666	3384	2820	2964	3552	2281	2129	2077	2492	2700	2908	3116
Ndufv1	6464	6033	5602	5171	4309	5078	5970	4226	4335	3650	4380	4745	5110	5475
Nfe2l3	1017	949	881	814	678	431	670	22	26	17	20	22	24	26
Nfia	2187	2041	1895	1750	1458	1492	1827	1690	2109	1851	2221	2406	2591	2777
Nfib	9350	8726	8103	7480	6233	6331	6543	9563	11480	10743	12892	13966	15040	16115
Nfic	15120	14112	13104	12096	10080	9323	7677	17466	17154	17546	21055	22810	24564	26319
Nfil3	2291	2138	1985	1832	1527	1514	4183	710	999	852	1022	1108	1193	1278
Nfix	31485	29386	27287	25188	20990	20692	19787	21236	23373	21022	25226	27329	29431	31533
Nfkb1	13199	12319	11439	10559	8799	8599	8878	8663	10154	8430	10116	10959	11802	12645
Nfkb2	19110	17836	16562	15288	12740	14368	14125	6929	8727	6579	7895	8553	9211	9869
Nfkbia	3240	3024	2808	2592	2160	1796	1658	1998	2342	1624	1949	2111	2274	2436
Nfkbib	2088	1949	1810	1670	1392	1217	1354	1081	1033	1018	1222	1323	1425	1527
Nfkbid	221	206	191	176	147	178	145	134	107	133	160	173	186	200
Nfkbie	2585	2412	2240	2068	1723	2010	2078	1121	1325	872	1046	1134	1221	1308
Nfkbil1	1241	1158	1075	992	827	1144	1488	969	1127	838	1006	1089	1173	1257
Nfkbiz	1811	1690	1569	1448	1207	1094	1004	1051	981	1121	1345	1457	1569	1682
Nfrkb	2922	2727	2532	2338	1948	1800	1724	1688	1844	1613	1936	2097	2258	2420
Nfs1	2547	2377	2207	2038	1698	1716	1822	1922	1897	1732	2078	2252	2425	2598
Nfu1	1424	1329	1234	1139	949	1152	1451	909	972	870	1044	1131	1218	1305
Nfx1	7343	6853	6364	5874	4895	5060	6080	7460	8213	7651	9181	9946	10711	11477
Nfxl1	3518	3283	3049	2814	2345	2497	3154	2648	3196	3042	3650	3955	4259	4563
Nfya	4380	4088	3796	3504	2920	2714	2405	2750	2019	3254	3905	4230	4556	4881
Nfyb	2069	1931	1793	1655	1379	1400	1503	1228	1460	1345	1614	1749	1883	2018
Nfyc	3917	3655	3394	3133	2611	2512	2979	2296	2273	2310	2772	3003	3234	3465
Ngb	8	7	7	6	5	3	10	1	4	5	6	7	7	8
Ngdn	2279	2127	1975	1823	1519	1579	2247	1669	1873	1505	1806	1957	2107	2258
Ngef	155	144	134	124	103	184	189	103	109	87	104	113	122	131
Ngf	47	43	40	37	31	33	11	0	0	0	0	0	0	0
Ngfr	155	144	134	124	103	149	260	148	154	129	155	168	181	194
Ngfrap1	5693	5313	4934	4554	3795	4881	5462	2984	2708	2640	3168	3432	3696	3960
Ngly1	777	725	673	622	518	532	778	976	1095	1016	1219	1321	1422	1524
Ngp	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Ngrn	1545	1442	1339	1236	1030	1263	1871	1077	1182	1082	1298	1407	1515	1623
Nhej1	180	168	156	144	120	160	223	125	149	136	163	177	190	204
Nhlh1	0	0	0	0	0	2	0	0	2	0	0	0	0	0
Nhlh2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhlrc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhlrc2	3927	3665	3403	3142	2618	2421	1734	1713	2093	2002	2402	2603	2803	3003
Nhlrc3	666	622	577	533	444	535	386	462	630	421	505	547	589	632
Nhlrc4	2	1	1	1	1	5	3	0	1	2	2	3	3	3
Nhp2	14376	13418	12459	11501	9584	8059	8543	5872	4479	5607	6728	7289	7850	8411
Nhp2l1	12614	11773	10932	10091	8409	6954	7759	5949	4819	5817	6980	7562	8144	8726
Nhs	605	564	524	484	403	321	191	225	221	195	234	254	273	293
Nhsl1	4064	3793	3522	3251	2709	2996	2989	3744	5646	4314	5177	5608	6040	6471
Nhsl2	0	0	0	0	0	0	0	0	1	2	2	3	3	3
Nicn1	882	823	764	706	588	654	892	399	595	472	566	614	661	708
Nid1	128	119	111	102	85	177	170	166	127	80	96	104	112	120
Nid2	8	7	7	6	5	2	0	6	0	2	2	3	3	3
Nif3l1	2987	2787	2588	2389	1991	1687	1890	1092	1136	1286	1543	1672	1800	1929
Nifk	7422	6927	6432	5938	4948	3394	4015	3268	2953	3514	4217	4568	4920	5271
Nim1k	2	1	1	1	1	11	5	12	1	5	6	7	7	8
Nin	5294	4941	4588	4235	3529	3421	2610	4007	3913	4108	4930	5340	5751	6162
Ninj1	3254	3037	2820	2603	2169	1982	2173	2795	2561	2390	2868	3107	3346	3585
Ninj2	30	28	26	24	20	13	27	6	2	10	12	13	14	15
Ninl	2735	2552	2370	2188	1823	1771	1648	2184	2178	2117	2540	2752	2964	3176
Nip7	5976	5578	5179	4781	3984	3688	3812	2262	2097	2222	2666	2889	3111	3333
Nipa1	299	279	259	239	199	254	251	200	226	194	233	252	272	291
Nipa2	2594	2421	2248	2075	1729	1420	1415	1500	1184	1515	1818	1970	2121	2273
Nipal1	1625	1516	1408	1300	1083	706	587	169	120	192	230	250	269	288
Nipal2	1445	1348	1252	1156	963	933	1153	0	1	2	2	3	3	3
Nipal3	539	503	467	431	359	548	503	235	328	250	300	325	350	375
Nipal4	35	32	30	28	23	15	19	21	22	43	52	56	60	65
Nipbl	12956	12092	11228	10364	8637	8762	7212	7568	9639	8953	10744	11639	12534	13430
Nipsnap1	5133	4791	4449	4106	3422	3380	3606	3055	2968	2901	3481	3771	4061	4352
Nipsnap3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nipsnap3b	932	869	807	745	621	546	615	749	739	756	907	983	1058	1134
Nisch	27174	25362	23551	21739	18116	18781	16649	21133	23342	20332	24398	26432	28465	30498
Nit1	857	799	742	685	571	739	876	918	1234	935	1122	1216	1309	1403
Nit2	1169	1091	1013	935	779	887	1120	934	928	861	1033	1119	1205	1292
Nkain1	6036	5634	5231	4829	4024	3470	2955	3010	2222	2498	2998	3247	3497	3747
Nkain2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkain3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkain4	0	0	0	0	0	0	0	1	0	1	1	1	1	2
Nkap	2844	2654	2465	2275	1896	1796	1692	1359	1442	1527	1832	1985	2138	2291
Nkapl	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkd1	2	1	1	1	1	0	0	0	0	1	1	1	1	2
Nkd2	62	57	53	49	41	48	32	0	0	0	0	0	0	0
Nkg7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkiras1	207	193	179	166	138	135	126	88	96	87	104	113	122	131
Nkiras2	735	686	637	588	490	613	600	577	525	532	638	692	745	798
Nkpd1	150	140	130	120	100	125	119	13	11	13	16	17	18	20
Nkrf	3248	3031	2815	2598	2165	1630	1238	893	849	1050	1260	1365	1470	1575
Nktr	10554	9850	9147	8443	7036	7240	6929	5634	6612	6575	7890	8548	9205	9863
Nkx1-1	0	0	0	0	0	0	0	4	1	0	0	0	0	0
Nkx1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-5	2	1	1	1	1	0	0	0	0	0	0	0	0	0
Nkx2-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx2-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx3-2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Nkx6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx6-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx6-3	53	49	46	42	35	55	57	5	20	6	7	8	8	9
Nle1	3840	3584	3328	3072	2560	2046	2175	2042	1624	1941	2329	2523	2717	2912
Nlgn1	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Nlgn2	1751	1634	1517	1400	1167	1878	1677	1611	2316	1522	1826	1979	2131	2283
Nlgn3	20	18	17	16	13	16	14	2	14	12	14	16	17	18
Nlk	2723	2541	2360	2178	1815	1870	1817	1724	1865	1543	1852	2006	2160	2315
Nln	7865	7340	6816	6292	5243	4515	4539	3543	3335	3439	4127	4471	4815	5159
Nlrc3	228	213	198	182	152	143	153	194	215	206	247	268	288	309
Nlrc4	0	0	0	0	0	1	3	0	2	0	0	0	0	0
Nlrc5	744	694	645	595	496	684	738	318	600	368	442	478	515	552
Nlrp10	6	6	5	5	4	3	3	5	6	6	7	8	8	9
Nlrp12	0	0	0	0	0	0	0	4	6	0	0	0	0	0
Nlrp14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp1b	0	0	0	0	0	2	7	1	1	2	2	3	3	3
Nlrp1c-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp2	20	18	17	16	13	8	5	1	0	0	0	0	0	0
Nlrp3	2	1	1	1	1	3	1	0	5	1	1	1	1	2
Nlrp4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp4c	5	4	4	4	3	0	1	3	0	0	0	0	0	0
Nlrp4e	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp4f	2	1	1	1	1	0	0	0	1	0	0	0	0	0
Nlrp4g	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp5-ps	0	0	0	0	0	0	1	2	0	3	4	4	4	5
Nlrp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp9c	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrx1	221	206	191	176	147	236	201	393	453	291	349	378	407	437
Nmb	17	15	14	13	11	39	50	16	29	20	24	26	28	30
Nmbr	6	6	5	5	4	0	0	5	2	2	2	3	3	3
Nmd3	6903	6443	5983	5522	4602	3643	4498	3090	3083	3229	3875	4198	4521	4844
Nme1	15693	14647	13601	12554	10462	10389	11803	9073	6805	7534	9041	9794	10548	11301
Nme2	25757	24039	22322	20605	17171	20242	25125	15004	13550	13522	16226	17579	18931	20283
Nme3	390	364	338	312	260	379	361	569	509	478	574	621	669	717
Nme4	423	395	367	338	282	307	371	609	722	510	612	663	714	765
Nme5	0	0	0	0	0	0	0	0	1	2	2	3	3	3
Nme6	1548	1445	1342	1238	1032	982	1186	668	708	672	806	874	941	1008
Nme7	1370	1278	1187	1096	913	868	1038	1432	1561	1525	1830	1983	2135	2288
Nme8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nme9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmi	1154	1077	1000	923	769	831	1288	809	1140	911	1093	1184	1275	1367
Nmnat1	260	242	225	208	173	217	195	262	274	327	392	425	458	491
Nmnat2	716	668	620	572	477	497	514	102	104	157	188	204	220	236
Nmnat3	192	179	166	154	128	176	233	141	255	154	185	200	216	231
Nmral1	1896	1770	1643	1517	1264	1313	1688	1288	1352	1228	1474	1596	1719	1842
Nmrk1	273	255	237	218	182	207	220	131	140	106	127	138	148	159
Nmrk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nms	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmt1	11777	10991	10206	9421	7851	6948	7870	6518	6522	6990	8388	9087	9786	10485
Nmt2	7314	6826	6339	5851	4876	4012	4242	4703	4861	4932	5918	6412	6905	7398
Nmu	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmur1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmur2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nnat	171	160	148	137	114	132	82	124	140	103	124	134	144	155
Nnmt	2	1	1	1	1	0	2	1	2	1	1	1	1	2
Nnt	7923	7395	6867	6338	5282	6061	6457	4861	5811	5269	6323	6850	7377	7904
Noa1	6161	5750	5339	4928	4107	3819	3559	3316	3251	3151	3781	4096	4411	4727
Nob1	7383	6891	6399	5906	4922	4411	4852	3203	3149	3134	3761	4074	4388	4701
Nobox	0	0	0	0	0	15	17	35	58	65	78	85	91	98
Noc2l	19070	17798	16527	15256	12713	10726	8994	11883	10015	11830	14196	15379	16562	17745
Noc3l	5910	5516	5122	4728	3940	3412	3366	2182	2160	2426	2911	3154	3396	3639
Noc4l	7925	7396	6868	6340	5283	4099	4100	4246	3581	3881	4657	5045	5433	5822
Nod1	59	55	51	47	39	33	49	140	167	128	154	166	179	192
Nod2	209	195	181	167	139	134	118	34	17	13	16	17	18	20
